Date,Fighter A,Fighter B,Winner,Weight Class,Method,Round,Time
"February 08, 2025",Jimmy Crute,Rodolfo Bellato,Draw/NC,Light Heavyweight,M-DEC,3,5:00
"February 08, 2025",Jake Matthews,Francisco Prado,Jake Matthews,Welterweight,U-DEC,3,5:00
"February 08, 2025",Gabriel Santos,Jack Jenkins,Gabriel Santos,Featherweight,SUBRear Naked Choke,3,2:06
"February 08, 2025",Tom Nolan,Viacheslav Borshchev,Tom Nolan,Lightweight,U-DEC,3,5:00
"February 08, 2025",Wang Cong,Bruna Brasil,Wang Cong,Women's Flyweight,U-DEC,3,5:00
"February 08, 2025",Aleksandre Topuria,Colby Thicknesse,Aleksandre Topuria,Bantamweight,U-DEC,3,5:00
"February 08, 2025",Rongzhu,Kody Steele,Rongzhu,Lightweight,U-DEC,3,5:00
"February 08, 2025",Jonathan Micallef,Kevin Jousset,Jonathan Micallef,Welterweight,U-DEC,3,5:00
"February 08, 2025",Quillan Salkilld,Anshul Jubli,Quillan Salkilld,Lightweight,KO/TKOPunch,1,0:19
"February 01, 2025",Nassourdine Imavov,Israel Adesanya,Nassourdine Imavov,Middleweight,KO/TKOPunch,2,0:30
"February 01, 2025",Michael Page,Shara Magomedov,Michael Page,Middleweight,U-DEC,3,5:00
"February 01, 2025",Sergei Pavlovich,Jairzinho Rozenstruik,Sergei Pavlovich,Heavyweight,U-DEC,3,5:00
"February 01, 2025",Vinicius Oliveira,Said Nurmagomedov,Vinicius Oliveira,Bantamweight,U-DEC,3,5:00
"February 01, 2025",Fares Ziam,Mike Davis,Fares Ziam,Lightweight,U-DEC,3,5:00
"February 01, 2025",Muhammad Naimov,Kaan Ofli,Muhammad Naimov,Featherweight,U-DEC,3,5:00
"February 01, 2025",Shamil Gaziev,Thomas Petersen,Shamil Gaziev,Heavyweight,KO/TKOPunch,1,3:12
"February 01, 2025",Terrance McKinney,Damir Hadzovic,Terrance McKinney,Lightweight,KO/TKOPunches,1,2:01
"February 01, 2025",Jasmine Jasudavicius,Mayra Bueno Silva,Jasmine Jasudavicius,Women's Flyweight,U-DEC,3,5:00
"February 01, 2025",Bogdan Grad,Lucas Alexander,Bogdan Grad,Featherweight,KO/TKOPunches,2,4:22
"February 01, 2025",Hamdy Abdelwahab,Jamal Pogues,Hamdy Abdelwahab,Heavyweight,S-DEC,3,5:00
"January 18, 2025",Islam Makhachev,Renato Moicano,Islam Makhachev,Lightweight,SUBD'Arce Choke,1,4:05
"January 18, 2025",Merab Dvalishvili,Umar Nurmagomedov,Merab Dvalishvili,Bantamweight,U-DEC,5,5:00
"January 18, 2025",Jiri Prochazka,Jamahal Hill,Jiri Prochazka,Light Heavyweight,KO/TKOPunches,3,3:01
"January 18, 2025",Jailton Almeida,Serghei Spivac,Jailton Almeida,Heavyweight,KO/TKOPunches,1,4:53
"January 18, 2025",Reinier de Ridder,Kevin Holland,Reinier de Ridder,Middleweight,SUBRear Naked Choke,1,3:31
"January 18, 2025",Raoni Barcelos,Payton Talbott,Raoni Barcelos,Bantamweight,U-DEC,3,5:00
"January 18, 2025",Azamat Bekoev,Zachary Reese,Azamat Bekoev,Middleweight,KO/TKOPunches,1,3:04
"January 18, 2025",Bogdan Guskov,Billy Elekana,Bogdan Guskov,Light Heavyweight,SUBGuillotine Choke,2,3:33
"January 18, 2025",Grant Dawson,Diego Ferreira,Grant Dawson,Lightweight,U-DEC,3,5:00
"January 18, 2025",Ailin Perez,Karol Rosa,Ailin Perez,Women's Bantamweight,U-DEC,3,5:00
"January 18, 2025",Muin Gafurov,Rinya Nakamura,Muin Gafurov,Bantamweight,U-DEC,3,5:00
"January 18, 2025",Benardo Sopaj,Ricky Turcios,Benardo Sopaj,Bantamweight,U-DEC,3,5:00
"January 18, 2025",Tagir Ulanbekov,Clayton Carpenter,Tagir Ulanbekov,Flyweight,U-DEC,3,5:00
"January 11, 2025",Mackenzie Dern,Amanda Ribas,Mackenzie Dern,Women's Strawweight,SUBArmbar,3,4:56
"January 11, 2025",Santiago Ponzinibbio,Carlston Harris,Santiago Ponzinibbio,Welterweight,KO/TKOPunches,3,3:13
"January 11, 2025",Cesar Almeida,Abdul Razak Alhassan,Cesar Almeida,Middleweight,KO/TKOPunch,1,4:16
"January 11, 2025",Roman Kopylov,Chris Curtis,Roman Kopylov,Middleweight,KO/TKOKick,3,4:59
"January 11, 2025",Christian Rodriguez,Austin Bashi,Christian Rodriguez,Featherweight,U-DEC,3,5:00
"January 11, 2025",Punahele Soriano,Uros Medic,Punahele Soriano,Welterweight,KO/TKOPunch,1,0:31
"January 11, 2025",Felipe Bunes,Jose Johnson,Felipe Bunes,Flyweight,SUBArmbar,1,2:04
"January 11, 2025",Marco Tulio,Ihor Potieria,Marco Tulio,Middleweight,KO/TKOPunches,1,3:04
"January 11, 2025",Thiago Moises,Trey Ogden,Thiago Moises,Lightweight,U-DEC,3,5:00
"January 11, 2025",Jacobe Smith,Preston Parsons,Jacobe Smith,Welterweight,KO/TKOPunch,1,1:13
"January 11, 2025",Ernesta Kareckaite,Nicolle Caliari,Ernesta Kareckaite,Women's Flyweight,S-DEC,3,5:00
"January 11, 2025",Bruno Lopes,Magomed Gadzhiyasulov,Bruno Lopes,Light Heavyweight,U-DEC,3,5:00
"January 11, 2025",Fatima Kline,Viktoriia Dudakova,Fatima Kline,Women's Strawweight,KO/TKOElbows,2,4:27
"January 11, 2025",Nurullo Aliev,Joe Solecki,Nurullo Aliev,Lightweight,U-DEC,3,5:00
"December 14, 2024",Joaquin Buckley,Colby Covington,Joaquin Buckley,Welterweight,KO/TKO,3,4:42
"December 14, 2024",Cub Swanson,Billy Quarantillo,Cub Swanson,Featherweight,KO/TKOPunch,3,1:36
"December 14, 2024",Manel Kape,Bruno Silva,Manel Kape,Flyweight,KO/TKOPunches,3,1:57
"December 14, 2024",Dustin Jacoby,Vitor Petrino,Dustin Jacoby,Light Heavyweight,KO/TKOPunch,3,3:44
"December 14, 2024",Daniel Marcos,Adrian Yanez,Daniel Marcos,Bantamweight,S-DEC,3,5:00
"December 14, 2024",Navajo Stirling,Tuco Tokkos,Navajo Stirling,Light Heavyweight,U-DEC,3,5:00
"December 14, 2024",Michael Johnson,Ottman Azaitar,Michael Johnson,Lightweight,KO/TKOPunch,2,2:03
"December 14, 2024",Joel Alvarez,Drakkar Klose,Joel Alvarez,Lightweight,KO/TKOKnee,1,2:48
"December 14, 2024",Sean Woodson,Fernando Padilla,Sean Woodson,Featherweight,KO/TKOPunches,1,4:58
"December 14, 2024",Felipe Lima,Miles Johns,Felipe Lima,Featherweight,U-DEC,3,5:00
"December 14, 2024",Miranda Maverick,Jamey-Lyn Horth,Miranda Maverick,Women's Flyweight,U-DEC,3,5:00
"December 14, 2024",Davey Grant,Ramon Taveras,Davey Grant,Bantamweight,U-DEC,3,5:00
"December 14, 2024",Piera Rodriguez,Josefine Knutsson,Piera Rodriguez,Women's Strawweight,U-DEC,3,5:00
"December 07, 2024",Alexandre Pantoja,Kai Asakura,Alexandre Pantoja,Flyweight,SUBRear Naked Choke,2,2:05
"December 07, 2024",Shavkat Rakhmonov,Ian Machado Garry,Shavkat Rakhmonov,Welterweight,U-DEC,5,5:00
"December 07, 2024",Ciryl Gane,Alexander Volkov,Ciryl Gane,Heavyweight,S-DEC,3,5:00
"December 07, 2024",Bryce Mitchell,Kron Gracie,Bryce Mitchell,Featherweight,KO/TKOElbows,3,0:39
"December 07, 2024",Dooho Choi,Nate Landwehr,Dooho Choi,Featherweight,KO/TKOElbows,3,3:21
"December 07, 2024",Dominick Reyes,Anthony Smith,Dominick Reyes,Light Heavyweight,KO/TKOPunches,2,4:46
"December 07, 2024",Vicente Luque,Themba Gorimbo,Vicente Luque,Welterweight,SUBAnaconda Choke,1,0:52
"December 07, 2024",Movsar Evloev,Aljamain Sterling,Movsar Evloev,Featherweight,U-DEC,3,5:00
"December 07, 2024",Bryan Battle,Randy Brown,Bryan Battle,Welterweight,S-DEC,3,5:00
"December 07, 2024",Eryk Anders,Chris Weidman,Eryk Anders,Catch Weight,KO/TKOPunches,2,4:51
"December 07, 2024",Joshua Van,Cody Durden,Joshua Van,Flyweight,U-DEC,3,5:00
"December 07, 2024",Michael Chiesa,Max Griffin,Michael Chiesa,Welterweight,SUBRear Naked Choke,3,1:56
"December 07, 2024",Chase Hooper,Clay Guida,Chase Hooper,Lightweight,SUBArmbar,1,3:41
"December 07, 2024",Kennedy Nzechukwu,Lukasz Brzeski,Kennedy Nzechukwu,Heavyweight,KO/TKOPunch,1,4:51
"November 23, 2024",Petr Yan,Deiveson Figueiredo,Petr Yan,Bantamweight,U-DEC,5,5:00
"November 23, 2024",Yan Xiaonan,Tabatha Ricci,Yan Xiaonan,Women's Strawweight,U-DEC,3,5:00
"November 23, 2024",Muslim Salikhov,Song Kenan,Muslim Salikhov,Welterweight,KO/TKOKick,1,3:49
"November 23, 2024",Gabriella Fernandes,Wang Cong,Gabriella Fernandes,Women's Flyweight,SUBRear Naked Choke,2,3:49
"November 23, 2024",Carlos Ulberg,Volkan Oezdemir,Carlos Ulberg,Light Heavyweight,U-DEC,3,5:00
"November 23, 2024",Zhang Mingyang,Ozzy Diaz,Zhang Mingyang,Light Heavyweight,KO/TKOElbow,1,2:25
"November 23, 2024",SuYoung You,Baergeng Jieleyisi,SuYoung You,Bantamweight,U-DEC,3,5:00
"November 23, 2024",DongHun Choi,Kiru Sahota,DongHun Choi,Flyweight,KO/TKOPunch,1,2:36
"November 23, 2024",Shi Ming,Feng Xiaocan,Shi Ming,Women's Strawweight,KO/TKOKick,3,0:46
"November 23, 2024",Carlos Hernandez,Nyamjargal Tumendemberel,Carlos Hernandez,Flyweight,S-DEC,3,5:00
"November 23, 2024",Lone'er Kavanagh,Jose Ochoa,Lone'er Kavanagh,Flyweight,U-DEC,3,5:00
"November 23, 2024",Xiao Long,Quang Le,Xiao Long,Bantamweight,KO/TKOPunch,3,1:28
"November 23, 2024",Nikolas Motta,Maheshate,Nikolas Motta,Lightweight,U-DEC,3,5:00
"November 16, 2024",Jon Jones,Stipe Miocic,Jon Jones,Heavyweight,KO/TKOSpinning Back Kick,3,4:29
"November 16, 2024",Charles Oliveira,Michael Chandler,Charles Oliveira,Lightweight,U-DEC,5,5:00
"November 16, 2024",Bo Nickal,Paul Craig,Bo Nickal,Middleweight,U-DEC,3,5:00
"November 16, 2024",Viviane Araujo,Karine Silva,Viviane Araujo,Women's Flyweight,U-DEC,3,5:00
"November 16, 2024",Mauricio Ruffy,James Llontop,Mauricio Ruffy,Catch Weight,U-DEC,3,5:00
"November 16, 2024",Marcus McGhee,Jonathan Martinez,Marcus McGhee,Bantamweight,U-DEC,3,5:00
"November 16, 2024",Jim Miller,Damon Jackson,Jim Miller,Lightweight,SUBGuillotine Choke,1,2:44
"November 16, 2024",David Onama,Roberto Romero,David Onama,Lightweight,U-DEC,3,5:00
"November 16, 2024",Marcin Tybura,Jhonata Diniz,Marcin Tybura,Heavyweight,KO/TKO,2,5:00
"November 16, 2024",Ramiz Brahimaj,Mickey Gall,Ramiz Brahimaj,Welterweight,KO/TKOPunch,1,2:55
"November 16, 2024",Oban Elliott,Bassil Hafez,Oban Elliott,Welterweight,KO/TKOPunch,3,0:40
"November 16, 2024",Eduarda Moura,Veronica Hardy,Eduarda Moura,Women's Flyweight,U-DEC,3,5:00
"November 09, 2024",Carlos Prates,Neil Magny,Carlos Prates,Welterweight,KO/TKOPunch,1,4:50
"November 09, 2024",Reinier de Ridder,Gerald Meerschaert,Reinier de Ridder,Middleweight,SUBArm Triangle,3,1:44
"November 09, 2024",Gaston Bolanos,Cortavious Romious,Gaston Bolanos,Bantamweight,U-DEC,3,5:00
"November 09, 2024",Gillian Robertson,Luana Pinheiro,Gillian Robertson,Women's Strawweight,U-DEC,3,5:00
"November 09, 2024",Mansur Abdul-Malik,Dusko Todorovic,Mansur Abdul-Malik,Middleweight,KO/TKOPunches,1,2:44
"November 09, 2024",Denise Gomes,Karolina Kowalkiewicz,Denise Gomes,Women's Strawweight,U-DEC,3,5:00
"November 09, 2024",Elizeu Zaleski dos Santos,Zachary Scroggin,Elizeu Zaleski dos Santos,Welterweight,KO/TKOPunches,1,1:15
"November 09, 2024",Charles Radtke,Matthew Semelsberger,Charles Radtke,Welterweight,KO/TKOPunches,1,0:51
"November 09, 2024",Da'Mon Blackshear,Cody Stamann,Da'Mon Blackshear,Bantamweight,SUBRear Naked Choke,1,4:19
"November 09, 2024",Tresean Gore,Antonio Trocoli,Tresean Gore,Middleweight,SUBGuillotine Choke,1,1:23
"November 09, 2024",Melissa Mullins,Klaudia Sygula,Melissa Mullins,Women's Bantamweight,KO/TKOPunches,2,1:20
"November 02, 2024",Brandon Moreno,Amir Albazi,Brandon Moreno,Flyweight,U-DEC,5,5:00
"November 02, 2024",Erin Blanchfield,Rose Namajunas,Erin Blanchfield,Women's Flyweight,U-DEC,5,5:00
"November 02, 2024",Brendson Ribeiro,Caio Machado,Brendson Ribeiro,Light Heavyweight,S-DEC,3,5:00
"November 02, 2024",Jasmine Jasudavicius,Ariane da Silva,Jasmine Jasudavicius,Women's Flyweight,SUBD'Arce Choke,3,2:28
"November 02, 2024",Dustin Stoltzfus,Marc-Andre Barriault,Dustin Stoltzfus,Middleweight,KO/TKOPunch,1,4:28
"November 02, 2024",Mike Malott,Trevin Giles,Mike Malott,Welterweight,U-DEC,3,5:00
"November 02, 2024",Aiemann Zahabi,Pedro Munhoz,Aiemann Zahabi,Bantamweight,U-DEC,3,5:00
"November 02, 2024",Charles Jourdain,Victor Henry,Charles Jourdain,Bantamweight,SUBGuillotine Choke,2,3:43
"November 02, 2024",Youssef Zalal,Jack Shore,Youssef Zalal,Featherweight,SUBArm Triangle,2,0:59
"November 02, 2024",Alexandr Romanov,Rodrigo Nascimento,Alexandr Romanov,Heavyweight,U-DEC,3,5:00
"November 02, 2024",Serhiy Sidey,Garrett Armfield,Serhiy Sidey,Bantamweight,S-DEC,3,5:00
"November 02, 2024",Cody Gibson,Chad Anheliger,Cody Gibson,Bantamweight,U-DEC,3,5:00
"November 02, 2024",Jamey-Lyn Horth,Ivana Petrovic,Jamey-Lyn Horth,Women's Flyweight,S-DEC,3,5:00
"October 26, 2024",Ilia Topuria,Max Holloway,Ilia Topuria,Featherweight,KO/TKOPunch,3,1:34
"October 26, 2024",Khamzat Chimaev,Robert Whittaker,Khamzat Chimaev,Middleweight,SUBRear Naked Choke,1,3:34
"October 26, 2024",Magomed Ankalaev,Aleksandar Rakic,Magomed Ankalaev,Light Heavyweight,U-DEC,3,5:00
"October 26, 2024",Lerone Murphy,Dan Ige,Lerone Murphy,Featherweight,U-DEC,3,5:00
"October 26, 2024",Shara Magomedov,Armen Petrosyan,Shara Magomedov,Middleweight,KO/TKOSpinning Back Fist,2,4:52
"October 26, 2024",Ibo Aslan,Rafael Cerqueira,Ibo Aslan,Light Heavyweight,KO/TKOPunches,1,0:51
"October 26, 2024",Geoff Neal,Rafael Dos Anjos,Geoff Neal,Welterweight,KO/TKO,1,1:30
"October 26, 2024",Mateusz Rebecki,Myktybek Orolbai,Mateusz Rebecki,Catch Weight,S-DEC,3,5:00
"October 26, 2024",Abus Magomedov,Brunno Ferreira,Abus Magomedov,Middleweight,SUBArm Triangle,3,3:14
"October 26, 2024",Kennedy Nzechukwu,Chris Barnett,Kennedy Nzechukwu,Heavyweight,KO/TKOKnee,1,4:27
"October 26, 2024",Farid Basharat,Victor Hugo,Farid Basharat,Featherweight,U-DEC,3,5:00
"October 26, 2024",Ismail Naurdiev,Bruno Silva,Ismail Naurdiev,Middleweight,U-DEC,3,5:00
"October 26, 2024",Rinat Fakhretdinov,Carlos Leal,Rinat Fakhretdinov,Welterweight,U-DEC,3,5:00
"October 19, 2024",Anthony Hernandez,Michel Pereira,Anthony Hernandez,Middleweight,KO/TKOElbows,5,2:22
"October 19, 2024",Rob Font,Kyler Phillips,Rob Font,Bantamweight,U-DEC,3,5:00
"October 19, 2024",Charles Johnson,Sumudaerji,Charles Johnson,Flyweight,U-DEC,3,5:00
"October 19, 2024",Cameron Smotherman,Jake Hadley,Cameron Smotherman,Bantamweight,U-DEC,3,5:00
"October 19, 2024",Darren Elkins,Daniel Pineda,Darren Elkins,Featherweight,U-DEC,3,5:00
"October 19, 2024",Asu Almabayev,Matheus Nicolau,Asu Almabayev,Flyweight,U-DEC,3,5:00
"October 19, 2024",Jean Matsumoto,Brad Katona,Jean Matsumoto,Bantamweight,U-DEC,3,5:00
"October 19, 2024",Joselyne Edwards,Tamires Vidal,Joselyne Edwards,Women's Bantamweight,SUBRear Naked Choke,3,4:33
"October 19, 2024",Elise Reed,Jessica Penne,Elise Reed,Women's Strawweight,U-DEC,3,5:00
"October 19, 2024",Melissa Martinez,Alice Ardelean,Melissa Martinez,Women's Strawweight,U-DEC,3,5:00
"October 19, 2024",Austen Lane,Robelis Despaigne,Austen Lane,Heavyweight,U-DEC,3,5:00
"October 12, 2024",Brandon Royval,Tatsuro Taira,Brandon Royval,Flyweight,S-DEC,5,5:00
"October 12, 2024",JunYong Park,Brad Tavares,JunYong Park,Middleweight,S-DEC,3,5:00
"October 12, 2024",Chidi Njokuani,Jared Gooden,Chidi Njokuani,Welterweight,U-DEC,3,5:00
"October 12, 2024",Grant Dawson,Rafa Garcia,Grant Dawson,Lightweight,KO/TKOPunches,2,1:42
"October 12, 2024",Daniel Rodriguez,Alex Morono,Daniel Rodriguez,Welterweight,S-DEC,3,5:00
"October 12, 2024",Ramazan Temirov,CJ Vergara,Ramazan Temirov,Flyweight,KO/TKOPunch,1,2:50
"October 12, 2024",Pat Sabatini,Jonathan Pearce,Pat Sabatini,Featherweight,SUBRear Naked Choke,1,4:06
"October 12, 2024",Themba Gorimbo,Niko Price,Themba Gorimbo,Welterweight,U-DEC,3,5:00
"October 12, 2024",Junior Tafa,Sean Sharaf,Junior Tafa,Heavyweight,KO/TKOPunches,2,2:15
"October 12, 2024",Julia Polastri,Cory McKenna,Julia Polastri,Women's Strawweight,S-DEC,3,5:00
"October 12, 2024",Cody Haddon,Dan Argueta,Cody Haddon,Bantamweight,U-DEC,3,5:00
"October 12, 2024",Clayton Carpenter,Lucas Rocha,Clayton Carpenter,Flyweight,SUBRear Naked Choke,2,2:12
"October 05, 2024",Alex Pereira,Khalil Rountree Jr.,Alex Pereira,Light Heavyweight,KO/TKOPunch,4,4:32
"October 05, 2024",Julianna Pena,Raquel Pennington,Julianna Pena,Women's Bantamweight,S-DEC,5,5:00
"October 05, 2024",Mario Bautista,Jose Aldo,Mario Bautista,Bantamweight,S-DEC,3,5:00
"October 05, 2024",Roman Dolidze,Kevin Holland,Roman Dolidze,Middleweight,KO/TKO,1,5:00
"October 05, 2024",Kayla Harrison,Ketlen Vieira,Kayla Harrison,Women's Bantamweight,U-DEC,3,5:00
"October 05, 2024",Joaquin Buckley,Stephen Thompson,Joaquin Buckley,Welterweight,KO/TKOPunch,3,2:17
"October 05, 2024",Iasmin Lucindo,Marina Rodriguez,Iasmin Lucindo,Women's Strawweight,S-DEC,3,5:00
"October 05, 2024",Alexander Hernandez,Austin Hubbard,Alexander Hernandez,Lightweight,S-DEC,3,5:00
"October 05, 2024",Cesar Almeida,Ihor Potieria,Cesar Almeida,Middleweight,U-DEC,3,5:00
"October 05, 2024",Ryan Spann,Ovince Saint Preux,Ryan Spann,Light Heavyweight,SUBGuillotine Choke,1,1:35
"October 05, 2024",Tecia Pennington,Carla Esparza,Tecia Pennington,Women's Strawweight,U-DEC,3,5:00
"October 05, 2024",Court McGee,Tim Means,Court McGee,Welterweight,SUBRear Naked Choke,1,3:19
"September 28, 2024",Renato Moicano,Benoit Saint Denis,Renato Moicano,Lightweight,KO/TKO,2,5:00
"September 28, 2024",Nassourdine Imavov,Brendan Allen,Nassourdine Imavov,Middleweight,U-DEC,3,5:00
"September 28, 2024",William Gomis,Joanderson Brito,William Gomis,Featherweight,S-DEC,3,5:00
"September 28, 2024",Bryan Battle,Kevin Jousset,Bryan Battle,Welterweight,KO/TKOPunches,2,3:47
"September 28, 2024",Morgan Charriere,Gabriel Miranda,Morgan Charriere,Featherweight,KO/TKOPunch,2,0:27
"September 28, 2024",Fares Ziam,Matt Frevola,Fares Ziam,Lightweight,KO/TKOKnee,3,2:59
"September 28, 2024",Ion Cutelaba,Ivan Erslan,Ion Cutelaba,Light Heavyweight,S-DEC,3,5:00
"September 28, 2024",Oumar Sy,Da Woon Jung,Oumar Sy,Light Heavyweight,U-DEC,3,5:00
"September 28, 2024",Ludovit Klein,Roosevelt Roberts,Ludovit Klein,Lightweight,U-DEC,3,5:00
"September 28, 2024",Taylor Lapilus,Vince Morales,Taylor Lapilus,Bantamweight,U-DEC,3,5:00
"September 28, 2024",Ailin Perez,Daria Zhelezniakova,Ailin Perez,Women's Bantamweight,SUBArm Triangle,1,3:52
"September 28, 2024",Daniel Barez,Victor Altamirano,Daniel Barez,Flyweight,U-DEC,3,5:00
"September 28, 2024",Jacqueline Cavalcanti,Nora Cornolle,Jacqueline Cavalcanti,Women's Bantamweight,S-DEC,3,5:00
"September 28, 2024",Chris Duncan,Bolaji Oki,Chris Duncan,Lightweight,SUBGuillotine Choke,1,3:34
"September 14, 2024",Merab Dvalishvili,Sean O'Malley,Merab Dvalishvili,Bantamweight,U-DEC,5,5:00
"September 14, 2024",Valentina Shevchenko,Alexa Grasso,Valentina Shevchenko,Women's Flyweight,U-DEC,5,5:00
"September 14, 2024",Diego Lopes,Brian Ortega,Diego Lopes,Featherweight,U-DEC,3,5:00
"September 14, 2024",Esteban Ribovics,Daniel Zellhuber,Esteban Ribovics,Lightweight,S-DEC,3,5:00
"September 14, 2024",Ronaldo Rodriguez,Ode Osbourne,Ronaldo Rodriguez,Flyweight,U-DEC,3,5:00
"September 14, 2024",Norma Dumont,Irene Aldana,Norma Dumont,Women's Bantamweight,U-DEC,3,5:00
"September 14, 2024",Ignacio Bahamondes,Manuel Torres,Ignacio Bahamondes,Lightweight,KO/TKOPunch,1,4:02
"September 14, 2024",Ketlen Souza,Yazmin Jauregui,Ketlen Souza,Women's Strawweight,SUBRear Naked Choke,1,3:02
"September 14, 2024",Joshua Van,Edgar Chairez,Joshua Van,Flyweight,U-DEC,3,5:00
"September 14, 2024",Raul Rosas Jr.,Aoriqileng,Raul Rosas Jr.,Bantamweight,U-DEC,3,5:00
"September 07, 2024",Sean Brady,Gilbert Burns,Sean Brady,Welterweight,U-DEC,5,5:00
"September 07, 2024",Natalia Silva,Jessica Andrade,Natalia Silva,Women's Flyweight,U-DEC,3,5:00
"September 07, 2024",Steve Garcia,Kyle Nelson,Steve Garcia,Featherweight,KO/TKOElbows,1,3:59
"September 07, 2024",Cody Durden,Matt Schnell,Cody Durden,Bantamweight,SUBGuillotine Choke,2,0:29
"September 07, 2024",Yanal Ashmouz,Trevor Peek,Yanal Ashmouz,Lightweight,U-DEC,3,5:00
"September 07, 2024",Chris Padilla,Rongzhu,Chris Padilla,Lightweight,KO/TKO,2,4:14
"September 07, 2024",Isaac Dulgarian,Brendon Marotte,Isaac Dulgarian,Featherweight,SUBArm Triangle,2,4:19
"September 07, 2024",Andre Lima,Felipe dos Santos,Andre Lima,Flyweight,U-DEC,3,5:00
"September 07, 2024",Gabriel Santos,Yizha,Gabriel Santos,Featherweight,U-DEC,3,5:00
"September 07, 2024",Jaqueline Amorim,Vanessa Demopoulos,Jaqueline Amorim,Women's Strawweight,SUBArmbar,1,3:28
"September 07, 2024",Andre Petroski,Dylan Budka,Andre Petroski,Middleweight,U-DEC,3,5:00
"September 07, 2024",Nathan Fletcher,Zygimantas Ramaska,Nathan Fletcher,Featherweight,SUBArm Triangle,2,1:14
"August 24, 2024",Caio Borralho,Jared Cannonier,Caio Borralho,Middleweight,U-DEC,5,5:00
"August 24, 2024",Tabatha Ricci,Angela Hill,Tabatha Ricci,Women's Strawweight,U-DEC,3,5:00
"August 24, 2024",Ryan Loder,Robert Valentin,Ryan Loder,Middleweight,KO/TKOElbows,2,1:49
"August 24, 2024",Mairon Santos,Kaan Ofli,Mairon Santos,Featherweight,KO/TKOPunch,2,1:30
"August 24, 2024",Michael Morales,Neil Magny,Michael Morales,Welterweight,KO/TKOPunches,1,4:39
"August 24, 2024",Gerald Meerschaert,Edmen Shahbazyan,Gerald Meerschaert,Middleweight,SUBArm Triangle,2,4:12
"August 24, 2024",Francis Marshall,Dennis Buzukja,Francis Marshall,Lightweight,S-DEC,3,5:00
"August 24, 2024",Zachary Reese,Jose Daniel Medina,Zachary Reese,Middleweight,U-DEC,3,5:00
"August 24, 2024",Viacheslav Borshchev,James Llontop,Viacheslav Borshchev,Lightweight,S-DEC,3,5:00
"August 24, 2024",Jacqueline Cavalcanti,Josiane Nunes,Jacqueline Cavalcanti,Women's Bantamweight,S-DEC,3,5:00
"August 24, 2024",Wang Cong,Victoria Leonardo,Wang Cong,Women's Flyweight,KO/TKOPunches,1,1:02
"August 17, 2024",Dricus Du Plessis,Israel Adesanya,Dricus Du Plessis,Middleweight,SUBRear Naked Choke,4,3:38
"August 17, 2024",Kai Kara-France,Steve Erceg,Kai Kara-France,Flyweight,KO/TKOPunch,1,4:04
"August 17, 2024",Dan Hooker,Mateusz Gamrot,Dan Hooker,Lightweight,S-DEC,3,5:00
"August 17, 2024",Jairzinho Rozenstruik,Tai Tuivasa,Jairzinho Rozenstruik,Heavyweight,S-DEC,3,5:00
"August 17, 2024",Carlos Prates,Li Jingliang,Carlos Prates,Welterweight,KO/TKOPunch,2,4:02
"August 17, 2024",Valter Walker,Junior Tafa,Valter Walker,Heavyweight,SUBHeel Hook,1,4:56
"August 17, 2024",Ricardo Ramos,Josh Culibao,Ricardo Ramos,Featherweight,S-DEC,3,5:00
"August 17, 2024",Casey O'Neill,Luana Santos,Casey O'Neill,Women's Flyweight,U-DEC,3,5:00
"August 17, 2024",Jack Jenkins,Herbert Burns,Jack Jenkins,Featherweight,KO/TKOPunches,3,0:48
"August 17, 2024",Tom Nolan,Alex Reyes,Tom Nolan,Lightweight,U-DEC,3,5:00
"August 17, 2024",Song Kenan,Ricky Glenn,Song Kenan,Welterweight,U-DEC,3,5:00
"August 17, 2024",Jesus Aguilar,Stewart Nicoll,Jesus Aguilar,Flyweight,SUBGuillotine Choke,1,2:39
"August 10, 2024",Serghei Spivac,Marcin Tybura,Serghei Spivac,Heavyweight,SUBArmbar,1,1:44
"August 10, 2024",Chepe Mariscal,Damon Jackson,Chepe Mariscal,Featherweight,U-DEC,3,5:00
"August 10, 2024",Danny Barlow,Nikolay Veretennikov,Danny Barlow,Welterweight,S-DEC,3,5:00
"August 10, 2024",Chris Gutierrez,Quang Le,Chris Gutierrez,Bantamweight,U-DEC,3,5:00
"August 10, 2024",Yana Santos,Chelsea Chandler,Yana Santos,Women's Bantamweight,U-DEC,3,5:00
"August 10, 2024",Toshiomi Kazama,Charalampos Grigoriou,Toshiomi Kazama,Bantamweight,SUBTriangle Choke,2,1:55
"August 10, 2024",Karol Rosa,Pannie Kianzad,Karol Rosa,Women's Bantamweight,U-DEC,3,5:00
"August 10, 2024",Jhonata Diniz,Karl Williams,Jhonata Diniz,Heavyweight,U-DEC,3,5:00
"August 10, 2024",Youssef Zalal,Jarno Errens,Youssef Zalal,Featherweight,SUBRear Naked Choke,1,3:52
"August 10, 2024",Stephanie Luciano,Talita Alencar,Stephanie Luciano,Women's Strawweight,U-DEC,3,5:00
"August 03, 2024",Umar Nurmagomedov,Cory Sandhagen,Umar Nurmagomedov,Bantamweight,U-DEC,5,5:00
